account_id,customer_id,account_type,balance,opening_date,account_status,branch_id
ACC67051192,CUST000641,Salary,874019,2025-02-28,Active,BR099
ACC65324545,CUST000641,Current,746856,2025-02-28,Active,BR065
ACC65263419,CUST000642,Savings,171120,2019-02-26,Active,BR127
ACC68954395,CUST000643,Current,229653,2019-04-03,Inactive,BR139
ACC44701602,CUST000644,Current,485359,2017-10-12,Inactive,BR130
ACC11408706,CUST000645,Current,710630,2017-11-05,Inactive,BR093
ACC86084289,CUST000645,Savings,206895,2017-11-05,Active,BR016
ACC17380821,CUST000646,Current,195283,2018-10-06,Active,BR087
ACC25934794,CUST000647,Current,913882,2018-03-29,Active,BR084
ACC51836286,CUST000647,Salary,567272,2018-03-29,Inactive,BR062
ACC89806998,CUST000648,Salary,847923,2024-10-19,Inactive,BR138
ACC99142252,CUST000649,Salary,948005,2022-01-26,Active,BR040
ACC10864159,CUST000650,Salary,316969,2017-06-18,Inactive,BR059
ACC15515005,CUST000651,Savings,928693,2021-03-07,Active,BR106
ACC73247198,CUST000651,Savings,606032,2021-03-07,Active,BR086
ACC30381416,CUST000652,Savings,824948,2020-11-22,Active,BR027
ACC91340104,CUST000653,Current,434709,2023-06-25,Active,BR132
ACC96210454,CUST000654,Current,494911,2017-11-03,Active,BR104
ACC15130348,CUST000654,Savings,520436,2017-11-03,Inactive,BR116
ACC46235133,CUST000655,Salary,75168,2020-12-19,Inactive,BR032
ACC66513324,CUST000656,Savings,624092,2025-04-18,Active,BR017
ACC92541162,CUST000657,Current,355654,2020-10-27,Active,BR129
ACC26986933,CUST000657,Salary,757175,2020-10-27,Active,BR054
ACC29610014,CUST000658,Salary,196543,2020-02-12,Active,BR108
ACC89393340,CUST000659,Current,145331,2024-12-02,Inactive,BR140
ACC46621252,CUST000659,Savings,350815,2024-12-02,Active,BR042
ACC85904927,CUST000660,Savings,428182,2019-01-01,Inactive,BR053
ACC73710663,CUST000661,Salary,606284,2025-08-05,Active,BR080
ACC88971524,CUST000661,Salary,368758,2025-08-05,Active,BR014
ACC67936170,CUST000662,Current,481815,2021-06-02,Active,BR009
ACC71868484,CUST000662,Salary,701515,2021-06-02,Inactive,BR020
ACC34633308,CUST000663,Salary,636145,2021-09-22,Active,BR005
ACC90067643,CUST000664,Current,31456,2020-09-23,Active,BR062
ACC35057245,CUST000665,Savings,465992,2021-06-26,Inactive,BR059
ACC27676603,CUST000666,Current,215330,2020-02-29,Inactive,BR120
ACC61749963,CUST000666,Savings,424868,2020-02-29,Inactive,BR112
ACC63853305,CUST000667,Salary,538890,2025-03-09,Inactive,BR005
ACC94399694,CUST000667,Savings,270673,2025-03-09,Active,BR039
ACC58128671,CUST000668,Salary,978055,2021-04-23,Active,BR088
ACC86531514,CUST000669,Salary,958957,2017-09-29,Active,BR119
ACC92181902,CUST000669,Salary,574350,2017-09-29,Active,BR048
ACC72789800,CUST000670,Current,298741,2025-10-16,Inactive,BR149
ACC57168141,CUST000671,Savings,83064,2019-08-17,Active,BR144
ACC30036958,CUST000672,Savings,929569,2018-04-24,Active,BR052
ACC50609936,CUST000672,Savings,336329,2018-04-24,Active,BR120
ACC58906338,CUST000673,Current,648675,2019-09-02,Inactive,BR045
ACC23275588,CUST000673,Savings,595550,2019-09-02,Active,BR076
ACC32788498,CUST000674,Current,929015,2020-05-14,Inactive,BR103
ACC27524895,CUST000675,Salary,175241,2025-05-13,Inactive,BR111
ACC18600928,CUST000675,Current,772681,2025-05-13,Inactive,BR078
ACC53117760,CUST000676,Savings,374159,2021-10-28,Inactive,BR049
ACC44745471,CUST000676,Savings,64099,2021-10-28,Active,BR142
ACC84094355,CUST000677,Current,565745,2016-11-20,Inactive,BR018
ACC16355458,CUST000678,Current,877658,2021-12-02,Active,BR056
ACC81587545,CUST000678,Current,781046,2021-12-02,Inactive,BR138
ACC54139334,CUST000679,Savings,404813,2019-08-08,Active,BR038
ACC97436980,CUST000679,Savings,149176,2019-08-08,Inactive,BR131
ACC21428279,CUST000680,Savings,805658,2019-03-08,Active,BR108
ACC10135369,CUST000680,Salary,701699,2019-03-08,Active,BR076
ACC99089548,CUST000681,Current,215114,2020-07-14,Inactive,BR057
ACC53869436,CUST000681,Current,245462,2020-07-14,Active,BR140
ACC88148273,CUST000682,Current,660301,2023-07-18,Inactive,BR022
ACC95851979,CUST000683,Salary,968812,2026-02-03,Active,BR012
ACC16891892,CUST000683,Salary,662376,2026-02-03,Active,BR107
ACC15092646,CUST000684,Salary,262679,2021-07-01,Inactive,BR034
ACC49463617,CUST000685,Savings,492944,2023-06-28,Active,BR091
ACC64543529,CUST000685,Salary,474561,2023-06-28,Active,BR008
ACC30004970,CUST000686,Salary,716812,2022-08-15,Inactive,BR032
ACC66207812,CUST000686,Savings,403571,2022-08-15,Active,BR056
ACC20921584,CUST000687,Salary,947667,2020-08-27,Inactive,BR044
ACC15112195,CUST000687,Savings,94845,2020-08-27,Inactive,BR022
ACC27088246,CUST000688,Current,299768,2022-08-18,Active,BR014
ACC87245731,CUST000689,Salary,825329,2016-12-28,Active,BR076
ACC89683960,CUST000689,Current,981195,2016-12-28,Active,BR113
ACC71180486,CUST000690,Current,215959,2025-09-29,Inactive,BR013
ACC16085904,CUST000691,Salary,97729,2019-04-27,Active,BR069
ACC48519055,CUST000691,Current,476587,2019-04-27,Inactive,BR130
ACC41340790,CUST000692,Current,969188,2021-11-22,Inactive,BR002
ACC87335584,CUST000692,Salary,281620,2021-11-22,Active,BR138
ACC50027664,CUST000693,Current,123841,2017-07-18,Active,BR014
ACC67821748,CUST000694,Savings,49111,2021-10-07,Inactive,BR030
ACC23836968,CUST000695,Salary,117090,2021-10-21,Inactive,BR092
ACC59513971,CUST000696,Savings,645599,2024-05-09,Active,BR055
ACC64941054,CUST000697,Salary,458700,2021-12-04,Inactive,BR145
ACC20847481,CUST000698,Savings,340512,2019-07-15,Active,BR146
ACC78033064,CUST000699,Salary,486855,2023-04-05,Active,BR139
ACC38411799,CUST000699,Savings,519394,2023-04-05,Inactive,BR034
ACC81974578,CUST000700,Savings,897490,2018-12-31,Inactive,BR096
ACC94762832,CUST000701,Savings,604549,2024-09-09,Active,BR038
ACC58829199,CUST000702,Current,335109,2026-05-23,Inactive,BR118
ACC56280499,CUST000702,Current,270915,2026-05-23,Inactive,BR079
ACC70733110,CUST000703,Current,738320,2025-10-29,Active,BR119
ACC98663315,CUST000703,Salary,235676,2025-10-29,Active,BR053
ACC33909109,CUST000704,Current,744346,2022-01-16,Inactive,BR100
ACC12521430,CUST000705,Savings,501503,2018-04-15,Inactive,BR104
ACC31515374,CUST000706,Current,440934,2019-03-12,Active,BR092
ACC11244909,CUST000706,Savings,67056,2019-03-12,Active,BR094
ACC72028534,CUST000707,Current,430448,2025-02-14,Inactive,BR011
ACC99019807,CUST000708,Current,864016,2024-04-18,Inactive,BR122
ACC76164216,CUST000708,Current,386260,2024-04-18,Active,BR128
ACC36963306,CUST000709,Savings,733624,2017-10-16,Active,BR055
ACC61749813,CUST000710,Current,300316,2020-12-16,Inactive,BR093
ACC30170615,CUST000711,Salary,319527,2025-06-06,Inactive,BR042
ACC50733350,CUST000712,Current,206866,2024-06-08,Active,BR109
ACC97600952,CUST000713,Savings,264797,2025-10-09,Active,BR069
ACC47730842,CUST000713,Savings,881209,2025-10-09,Active,BR005
ACC25860463,CUST000714,Current,967754,2023-04-19,Inactive,BR121
ACC66047897,CUST000715,Savings,271072,2019-08-12,Active,BR079
ACC44217728,CUST000716,Salary,849285,2025-11-16,Active,BR053
ACC40241516,CUST000716,Salary,7676,2025-11-16,Active,BR050
ACC42333443,CUST000717,Savings,383334,2025-05-16,Active,BR101
ACC73552738,CUST000717,Savings,517473,2025-05-16,Inactive,BR139
ACC17728351,CUST000718,Current,593671,2023-05-28,Inactive,BR113
ACC70507263,CUST000718,Savings,741878,2023-05-28,Active,BR040
ACC83101274,CUST000719,Salary,788400,2018-06-17,Inactive,BR036
ACC62063521,CUST000720,Savings,730409,2020-06-01,Active,BR052
ACC71666404,CUST000720,Savings,236460,2020-06-01,Active,BR145
ACC23397964,CUST000721,Current,755147,2024-05-18,Active,BR070
ACC92908095,CUST000722,Current,797346,2026-03-07,Active,BR057
ACC16528666,CUST000722,Current,444901,2026-03-07,Inactive,BR038
ACC66824377,CUST000723,Salary,186878,2025-02-26,Inactive,BR042
ACC64830608,CUST000724,Current,864446,2026-04-24,Inactive,BR061
ACC83404874,CUST000725,Current,795092,2022-12-21,Active,BR114
ACC36901234,CUST000726,Savings,827563,2019-08-06,Active,BR038
ACC45113520,CUST000727,Current,490436,2016-10-02,Inactive,BR110
ACC53047076,CUST000728,Current,363059,2018-05-22,Active,BR044
ACC28906892,CUST000729,Savings,878525,2020-08-08,Active,BR001
ACC47683858,CUST000729,Current,944793,2020-08-08,Active,BR115
ACC56111208,CUST000730,Savings,713457,2023-03-09,Active,BR026
ACC91722373,CUST000731,Savings,898091,2019-05-25,Active,BR128
ACC53114249,CUST000732,Savings,337415,2017-08-14,Inactive,BR022
ACC11796088,CUST000732,Savings,829114,2017-08-14,Inactive,BR118
ACC65272295,CUST000733,Salary,272053,2017-06-28,Active,BR124
ACC89420222,CUST000733,Savings,547793,2017-06-28,Active,BR013
ACC54373486,CUST000734,Current,322711,2018-12-17,Active,BR128
ACC19650209,CUST000734,Salary,557007,2018-12-17,Inactive,BR028
ACC93050083,CUST000735,Salary,918453,2025-06-20,Inactive,BR128
ACC55515038,CUST000735,Salary,422444,2025-06-20,Active,BR073
ACC59088941,CUST000736,Current,780350,2018-09-22,Active,BR122
ACC38396331,CUST000736,Savings,939457,2018-09-22,Inactive,BR106
ACC63693555,CUST000737,Salary,432037,2020-04-20,Inactive,BR118
ACC49726756,CUST000738,Current,253543,2023-02-14,Active,BR059
ACC31731728,CUST000739,Salary,432987,2024-08-12,Active,BR133
ACC71022529,CUST000740,Current,764833,2019-10-19,Inactive,BR079
ACC62493048,CUST000740,Savings,789666,2019-10-19,Active,BR046
ACC73075883,CUST000741,Salary,943498,2019-11-27,Inactive,BR100
ACC95298914,CUST000741,Current,471762,2019-11-27,Active,BR100
ACC35318885,CUST000742,Current,64840,2019-10-08,Inactive,BR122
ACC48819567,CUST000742,Savings,280784,2019-10-08,Active,BR020
ACC20730600,CUST000743,Salary,794542,2025-11-09,Inactive,BR081
ACC49483179,CUST000743,Current,365999,2025-11-09,Inactive,BR146
ACC16483231,CUST000744,Salary,71102,2019-11-06,Active,BR002
ACC67747727,CUST000744,Current,359928,2019-11-06,Inactive,BR140
ACC83448004,CUST000745,Salary,890806,2026-06-16,Active,BR088
ACC86811349,CUST000746,Savings,231645,2017-08-09,Inactive,BR130
ACC98484038,CUST000746,Current,352105,2017-08-09,Inactive,BR062
ACC16684405,CUST000747,Savings,355652,2016-08-18,Active,BR038
ACC45716818,CUST000747,Salary,261834,2016-08-18,Active,BR036
ACC42988227,CUST000748,Savings,59397,2023-09-23,Inactive,BR075
ACC62665228,CUST000749,Current,661717,2024-10-15,Inactive,BR105
ACC71440255,CUST000749,Current,255344,2024-10-15,Inactive,BR050
ACC97897009,CUST000750,Current,247748,2020-01-04,Active,BR109
ACC47807418,CUST000750,Savings,47810,2020-01-04,Active,BR045
ACC99554598,CUST000751,Current,8725,2020-02-16,Active,BR143
ACC25943107,CUST000751,Current,827438,2020-02-16,Inactive,BR071
ACC96875528,CUST000752,Savings,246180,2024-02-18,Inactive,BR129
ACC75932773,CUST000753,Savings,4214,2019-01-24,Active,BR086
ACC44665016,CUST000754,Salary,136475,2022-09-06,Inactive,BR054
ACC55249559,CUST000754,Current,849253,2022-09-06,Active,BR100
ACC20190027,CUST000755,Savings,861607,2020-01-09,Active,BR024
ACC12320071,CUST000756,Savings,840424,2022-05-19,Inactive,BR042
ACC72936985,CUST000756,Current,219984,2022-05-19,Active,BR066
ACC52157892,CUST000757,Savings,623471,2021-01-27,Active,BR124
ACC35110398,CUST000757,Savings,28638,2021-01-27,Inactive,BR102
ACC31024594,CUST000758,Current,529377,2024-01-06,Active,BR089
ACC36800701,CUST000758,Salary,116655,2024-01-06,Inactive,BR103
ACC13300613,CUST000759,Current,190818,2026-08-03,Active,BR076
ACC26010780,CUST000759,Current,998493,2026-08-03,Active,BR019
ACC26876046,CUST000760,Current,339556,2016-09-11,Active,BR088
ACC78601228,CUST000761,Salary,695684,2016-10-03,Inactive,BR040
ACC32759178,CUST000761,Salary,115415,2016-10-03,Active,BR124
ACC36151648,CUST000762,Salary,843086,2020-08-05,Active,BR044
ACC86993152,CUST000762,Savings,642972,2020-08-05,Active,BR115
ACC65751798,CUST000763,Salary,70929,2019-01-29,Inactive,BR136
ACC82612028,CUST000764,Savings,407819,2026-05-07,Active,BR148
ACC89065571,CUST000765,Savings,797935,2017-02-20,Active,BR080
ACC32782543,CUST000766,Current,918434,2025-12-01,Inactive,BR107
ACC89885629,CUST000767,Salary,334010,2023-01-19,Inactive,BR097
ACC46432424,CUST000767,Current,85566,2023-01-19,Inactive,BR070
ACC46804722,CUST000768,Current,165623,2025-05-24,Active,BR004
ACC76945805,CUST000768,Current,798833,2025-05-24,Inactive,BR060
ACC92304753,CUST000769,Savings,870154,2022-03-06,Active,BR010
ACC64331636,CUST000770,Savings,311037,2018-01-26,Inactive,BR079
ACC79929563,CUST000771,Savings,831815,2018-02-08,Inactive,BR106
ACC63511177,CUST000771,Salary,778499,2018-02-08,Active,BR066
ACC34908296,CUST000772,Salary,275750,2024-10-15,Inactive,BR035
ACC69886481,CUST000772,Salary,242381,2024-10-15,Active,BR023
ACC40997912,CUST000773,Salary,542677,2021-01-20,Inactive,BR074
ACC10336539,CUST000773,Salary,901835,2021-01-20,Active,BR036
ACC89176555,CUST000774,Current,685934,2021-08-03,Inactive,BR089
ACC79036885,CUST000775,Savings,303340,2019-01-28,Active,BR037
ACC39762331,CUST000775,Salary,995668,2019-01-28,Inactive,BR067
ACC31384873,CUST000776,Salary,552075,2016-11-21,Inactive,BR147
ACC70666779,CUST000777,Salary,896978,2023-09-28,Active,BR017
ACC93706334,CUST000778,Current,74956,2022-04-13,Inactive,BR025
ACC62680149,CUST000778,Current,771269,2022-04-13,Active,BR129
ACC15262708,CUST000779,Savings,736236,2021-10-11,Active,BR062
ACC75910305,CUST000779,Salary,612416,2021-10-11,Active,BR144
ACC16073256,CUST000780,Current,388467,2023-12-25,Inactive,BR099
ACC59058174,CUST000781,Savings,701482,2019-05-18,Inactive,BR062
ACC38475667,CUST000781,Savings,330949,2019-05-18,Active,BR011
ACC39345372,CUST000782,Savings,673068,2019-02-12,Inactive,BR139
ACC94120717,CUST000782,Current,391359,2019-02-12,Inactive,BR149
ACC23366550,CUST000783,Salary,86749,2025-05-21,Active,BR075
ACC15847890,CUST000783,Current,821466,2025-05-21,Inactive,BR122
ACC34378146,CUST000784,Current,399645,2021-09-10,Active,BR128
ACC46118987,CUST000784,Savings,433961,2021-09-10,Active,BR056
ACC52994441,CUST000785,Current,336542,2016-10-09,Active,BR100
ACC19819782,CUST000785,Current,411193,2016-10-09,Inactive,BR016
ACC65921473,CUST000786,Savings,276599,2025-09-11,Inactive,BR110
ACC41830869,CUST000787,Salary,902481,2018-11-12,Active,BR146
ACC16544769,CUST000787,Savings,822514,2018-11-12,Active,BR034
ACC78384715,CUST000788,Salary,818756,2019-07-25,Inactive,BR043
ACC20674509,CUST000788,Savings,30918,2019-07-25,Active,BR078
ACC14739076,CUST000789,Salary,545952,2020-07-25,Active,BR025
ACC37339186,CUST000789,Savings,497914,2020-07-25,Active,BR068
ACC21096391,CUST000790,Salary,494113,2022-04-28,Inactive,BR007
ACC95815987,CUST000790,Savings,114901,2022-04-28,Inactive,BR145
ACC31985926,CUST000791,Salary,884740,2022-01-28,Active,BR059
ACC44264081,CUST000791,Salary,615043,2022-01-28,Active,BR108
ACC71187447,CUST000792,Savings,196080,2022-03-02,Inactive,BR049
ACC83232479,CUST000792,Salary,705263,2022-03-02,Active,BR052
ACC25047081,CUST000793,Savings,323093,2025-06-08,Active,BR127
ACC49585888,CUST000794,Salary,794883,2024-01-24,Active,BR020
ACC21540126,CUST000795,Savings,679051,2021-05-09,Active,BR077
ACC65343350,CUST000796,Salary,947984,2021-10-08,Inactive,BR067
ACC91989293,CUST000796,Current,230440,2021-10-08,Inactive,BR079
ACC74752049,CUST000797,Current,604885,2017-03-17,Inactive,BR138
ACC66118279,CUST000797,Salary,732332,2017-03-17,Active,BR010
ACC65870146,CUST000798,Salary,55248,2023-07-24,Active,BR103
ACC93552569,CUST000799,Salary,275733,2018-05-02,Active,BR039
ACC64185797,CUST000799,Salary,793159,2018-05-02,Active,BR105
ACC43663033,CUST000800,Salary,832361,2021-07-26,Active,BR001
ACC27082536,CUST000801,Savings,399404,2017-11-11,Inactive,BR140
ACC52870434,CUST000801,Salary,1136,2017-11-11,Inactive,BR042
ACC63831536,CUST000802,Current,665982,2020-12-24,Active,BR031
ACC48624841,CUST000802,Current,134125,2020-12-24,Active,BR111
ACC41806974,CUST000803,Current,41026,2024-05-10,Inactive,BR015
ACC57397371,CUST000803,Current,160531,2024-05-10,Inactive,BR109
ACC93430087,CUST000804,Salary,803852,2026-01-23,Active,BR090
ACC69699420,CUST000804,Savings,801335,2026-01-23,Inactive,BR071
ACC71218879,CUST000805,Salary,773917,2016-12-06,Active,BR053
ACC40100213,CUST000805,Salary,770091,2016-12-06,Inactive,BR106
ACC28061946,CUST000806,Savings,945551,2020-04-08,Inactive,BR116
ACC53631830,CUST000806,Current,719179,2020-04-08,Active,BR048
ACC93853921,CUST000807,Salary,433686,2021-12-01,Active,BR132
ACC34199006,CUST000808,Salary,880237,2018-06-11,Inactive,BR104
ACC25628271,CUST000809,Salary,955957,2024-08-10,Inactive,BR075
ACC76820865,CUST000810,Current,105059,2026-05-13,Active,BR150
ACC10311807,CUST000811,Salary,989467,2022-06-26,Active,BR137
ACC50619001,CUST000811,Salary,411930,2022-06-26,Inactive,BR035
ACC95893752,CUST000812,Salary,862383,2025-05-25,Active,BR097
ACC90738722,CUST000813,Current,906183,2020-09-18,Active,BR131
ACC74594396,CUST000814,Savings,758943,2019-10-01,Inactive,BR121
ACC64021478,CUST000814,Current,21676,2019-10-01,Inactive,BR128
ACC92289715,CUST000815,Current,381557,2020-02-13,Active,BR056
ACC96042322,CUST000816,Salary,481898,2022-11-13,Active,BR033
ACC87924869,CUST000817,Savings,814057,2025-07-29,Active,BR016
ACC67097719,CUST000817,Salary,94064,2025-07-29,Inactive,BR140
ACC68258714,CUST000818,Current,844664,2017-10-29,Inactive,BR035
ACC62053187,CUST000818,Salary,959551,2017-10-29,Inactive,BR003
ACC69449004,CUST000819,Current,454159,2017-11-19,Active,BR138
ACC81787325,CUST000820,Savings,673235,2019-07-29,Active,BR035
ACC21517106,CUST000821,Current,649022,2018-10-14,Inactive,BR033
ACC81672303,CUST000821,Savings,353250,2018-10-14,Active,BR114
ACC29008797,CUST000822,Savings,742925,2023-02-25,Active,BR108
ACC88196767,CUST000823,Salary,396781,2020-10-17,Inactive,BR107
ACC30568252,CUST000823,Current,422042,2020-10-17,Inactive,BR071
ACC58639428,CUST000824,Salary,584614,2019-08-14,Inactive,BR072
ACC54330194,CUST000825,Savings,349161,2019-06-10,Inactive,BR094
ACC24884752,CUST000825,Current,492597,2019-06-10,Inactive,BR054
ACC36941409,CUST000826,Salary,270762,2018-07-17,Active,BR102
ACC52555375,CUST000827,Savings,232759,2020-05-27,Inactive,BR006
ACC76401210,CUST000828,Savings,449902,2020-10-11,Active,BR090
ACC96282694,CUST000828,Current,286014,2020-10-11,Active,BR070
ACC93811268,CUST000829,Savings,842157,2017-04-05,Inactive,BR016
ACC85283961,CUST000829,Savings,302392,2017-04-05,Inactive,BR132
ACC85591253,CUST000830,Current,66676,2018-09-21,Inactive,BR054
ACC65167467,CUST000830,Savings,548431,2018-09-21,Inactive,BR097
ACC85378179,CUST000831,Savings,751925,2021-06-06,Inactive,BR053
ACC40067542,CUST000832,Savings,838564,2023-03-19,Inactive,BR010
ACC15260530,CUST000832,Salary,696650,2023-03-19,Inactive,BR024
ACC32358792,CUST000833,Salary,522566,2018-04-11,Inactive,BR034
ACC31089424,CUST000833,Salary,678677,2018-04-11,Inactive,BR075
ACC10930601,CUST000834,Current,336377,2017-02-27,Active,BR033
ACC37102425,CUST000835,Salary,868283,2024-01-09,Active,BR114
ACC87578282,CUST000836,Salary,290775,2017-08-29,Inactive,BR080
ACC62161887,CUST000836,Salary,378473,2017-08-29,Inactive,BR036
ACC27154289,CUST000837,Salary,386618,2024-04-14,Active,BR121
ACC61677915,CUST000838,Current,630585,2025-12-02,Active,BR006
ACC85445779,CUST000838,Current,463724,2025-12-02,Inactive,BR002
ACC96583463,CUST000839,Savings,525562,2017-07-17,Inactive,BR075
ACC18337257,CUST000839,Current,619114,2017-07-17,Active,BR023
ACC63947021,CUST000840,Current,253398,2022-08-14,Inactive,BR135
ACC24857999,CUST000841,Current,636411,2022-07-16,Inactive,BR083
ACC50861364,CUST000841,Salary,412580,2022-07-16,Active,BR145
ACC17402493,CUST000842,Current,196277,2019-04-25,Active,BR061
ACC47776705,CUST000843,Salary,320038,2024-10-20,Active,BR096
ACC26148547,CUST000843,Salary,719727,2024-10-20,Inactive,BR131
ACC98875412,CUST000844,Current,764122,2020-10-10,Inactive,BR054
ACC87846746,CUST000844,Current,978727,2020-10-10,Active,BR065
ACC44587356,CUST000845,Savings,595154,2019-02-18,Inactive,BR123
ACC35725291,CUST000845,Savings,679938,2019-02-18,Inactive,BR103
ACC64198137,CUST000846,Salary,481683,2019-05-04,Inactive,BR083
ACC76176332,CUST000847,Savings,968296,2017-12-10,Inactive,BR069
ACC88225512,CUST000847,Savings,276495,2017-12-10,Active,BR125
ACC17427245,CUST000848,Current,391744,2018-06-05,Active,BR010
ACC51987900,CUST000849,Savings,582564,2021-06-24,Inactive,BR132
ACC83941707,CUST000850,Savings,916384,2019-08-30,Inactive,BR021
ACC52412494,CUST000851,Current,532497,2025-04-17,Inactive,BR039
ACC75789107,CUST000851,Current,218170,2025-04-17,Inactive,BR041
ACC55222338,CUST000852,Savings,263556,2019-01-02,Inactive,BR011
ACC29859098,CUST000853,Current,182924,2025-05-22,Active,BR127
ACC75372841,CUST000853,Current,246795,2025-05-22,Inactive,BR050
ACC23500847,CUST000854,Savings,559179,2024-06-28,Inactive,BR136
ACC72356297,CUST000855,Current,620301,2017-01-09,Active,BR032
ACC42286126,CUST000855,Current,561177,2017-01-09,Inactive,BR144
ACC23128901,CUST000856,Salary,448318,2021-01-24,Active,BR131
ACC80886210,CUST000856,Salary,982251,2021-01-24,Inactive,BR047
ACC51142952,CUST000857,Savings,215515,2025-06-05,Inactive,BR098
ACC95315658,CUST000858,Current,170358,2021-07-16,Inactive,BR114
ACC61087954,CUST000859,Salary,705599,2021-01-22,Active,BR051
ACC22485221,CUST000859,Salary,438350,2021-01-22,Inactive,BR018
ACC74794411,CUST000860,Current,719078,2025-04-06,Active,BR045
ACC90137410,CUST000861,Current,149027,2023-03-26,Active,BR035
ACC22749314,CUST000861,Salary,369018,2023-03-26,Inactive,BR022
ACC53398311,CUST000862,Savings,739495,2020-03-07,Inactive,BR084
ACC54217317,CUST000863,Savings,741924,2017-06-23,Active,BR053
ACC68182181,CUST000864,Salary,360130,2026-08-01,Active,BR085
ACC39011553,CUST000865,Salary,2644,2023-02-04,Active,BR129
ACC57049044,CUST000866,Savings,103799,2022-04-24,Inactive,BR070
ACC14732863,CUST000867,Salary,954851,2018-10-23,Inactive,BR024
ACC99368140,CUST000867,Savings,810065,2018-10-23,Inactive,BR140
ACC41515451,CUST000868,Savings,973615,2022-03-08,Inactive,BR115
ACC76239924,CUST000868,Savings,745238,2022-03-08,Active,BR007
ACC36422647,CUST000869,Salary,324847,2020-07-15,Inactive,BR025
ACC74894065,CUST000870,Salary,691987,2024-11-14,Inactive,BR015
ACC38723049,CUST000870,Savings,696353,2024-11-14,Inactive,BR013
ACC94612926,CUST000871,Salary,307374,2021-07-21,Active,BR148
ACC25495051,CUST000872,Current,477636,2024-04-30,Inactive,BR118
ACC91409358,CUST000873,Savings,115154,2020-09-29,Inactive,BR133
ACC90931716,CUST000873,Savings,293299,2020-09-29,Active,BR145
ACC84872640,CUST000874,Current,75859,2019-02-09,Inactive,BR140
ACC67861600,CUST000874,Current,435603,2019-02-09,Active,BR065
ACC95105213,CUST000875,Current,956849,2021-11-18,Inactive,BR041
ACC24464008,CUST000876,Salary,777422,2017-12-01,Active,BR018
ACC54111612,CUST000877,Current,883436,2026-06-13,Active,BR033
ACC86817476,CUST000877,Current,128592,2026-06-13,Inactive,BR117
ACC25485894,CUST000878,Current,214331,2022-04-15,Active,BR057
ACC34803755,CUST000879,Salary,549721,2020-05-08,Inactive,BR011
ACC67707308,CUST000879,Salary,484515,2020-05-08,Active,BR133
ACC79657738,CUST000880,Savings,866658,2022-12-02,Active,BR026
ACC28654055,CUST000880,Savings,523240,2022-12-02,Inactive,BR079
ACC64368583,CUST000881,Salary,3761,2026-06-24,Active,BR128
ACC43950370,CUST000882,Savings,304341,2020-01-12,Inactive,BR104
ACC37502349,CUST000883,Salary,948609,2024-04-28,Active,BR046
ACC51513788,CUST000884,Salary,585863,2018-06-26,Inactive,BR106
ACC55034714,CUST000884,Current,477377,2018-06-26,Active,BR142
ACC25515220,CUST000885,Salary,777548,2020-07-03,Active,BR029
ACC37036471,CUST000886,Salary,962024,2024-10-28,Active,BR077
ACC27804740,CUST000887,Current,229956,2025-02-05,Active,BR025
ACC75230641,CUST000888,Salary,62146,2018-11-03,Active,BR066
ACC86831487,CUST000889,Current,164513,2019-03-13,Inactive,BR147
ACC67391199,CUST000890,Savings,567403,2025-07-02,Active,BR130
ACC57290351,CUST000891,Current,649861,2020-12-06,Active,BR112
ACC71881996,CUST000891,Savings,207265,2020-12-06,Active,BR135
ACC67415689,CUST000892,Current,528941,2025-08-06,Active,BR099
ACC60029107,CUST000893,Current,760702,2022-07-21,Active,BR100
ACC28853270,CUST000894,Current,870030,2017-01-27,Inactive,BR003
ACC97241449,CUST000895,Savings,246097,2020-12-16,Active,BR007
ACC51975983,CUST000895,Salary,782231,2020-12-16,Active,BR064
ACC98571626,CUST000896,Savings,520708,2023-02-19,Active,BR117
ACC78549322,CUST000897,Savings,31837,2019-06-20,Inactive,BR029
ACC40466492,CUST000897,Current,772645,2019-06-20,Active,BR052
ACC87647047,CUST000898,Savings,462138,2025-10-18,Active,BR068
ACC61930239,CUST000899,Savings,926062,2021-08-21,Active,BR055
ACC20226292,CUST000899,Current,735282,2021-08-21,Inactive,BR097
ACC93487397,CUST000900,Savings,842852,2021-09-16,Inactive,BR026
ACC24034826,CUST000901,Current,487300,2018-04-06,Active,BR017
ACC24368170,CUST000901,Savings,629206,2018-04-06,Active,BR064
ACC80985780,CUST000902,Salary,640475,2019-06-28,Inactive,BR083
ACC72030770,CUST000902,Salary,942349,2019-06-28,Active,BR141
ACC72012324,CUST000903,Salary,640537,2020-02-04,Inactive,BR136
ACC82168465,CUST000904,Current,396644,2026-02-09,Active,BR081
ACC54476011,CUST000904,Savings,635910,2026-02-09,Inactive,BR043
ACC32399697,CUST000905,Current,65704,2019-01-27,Inactive,BR094
ACC77682424,CUST000905,Salary,682288,2019-01-27,Active,BR052
ACC20399732,CUST000906,Savings,903537,2024-07-09,Inactive,BR118
ACC22224627,CUST000907,Current,481804,2022-11-01,Active,BR039
ACC35366595,CUST000907,Savings,69209,2022-11-01,Inactive,BR091
ACC36878165,CUST000908,Salary,181715,2024-05-21,Inactive,BR080
ACC30721467,CUST000908,Savings,223079,2024-05-21,Active,BR104
ACC14008528,CUST000909,Current,444275,2024-02-01,Active,BR052
