customer_id,first_name,last_name,gender,dob,phone,email,address,city,state,pincode,occupation,annual_income,marital_status,customer_since,kyc_status,customer_status,risk_category
CUST004627,Mason,Chander,Female,2000-09-05,0811030115,mdeshmukh@example.com,"H.No. 460, Rama Nagar",Jalgaon,Assam,447776,Accountant,2435941,Single,2025-12-02,Verified,Active,Medium
CUST004628,Yochana,Sagar,Female,2002-12-10,2512636545,karajhalak@example.net,"07/263
Savant",Tinsukia,Gujarat,114216,Teacher,2034283,Married,2019-10-29,Pending,Inactive,Medium
CUST004629,Agastya,Kannan,Female,1950-11-04,7168016451,rayaan50@example.org,"25/85, Dar Marg",Munger,Odisha,265333,Lawyer,1404493,Divorced,2023-05-09,Verified,Inactive,Medium
CUST004630,Diya,Kant,Male,1952-06-04,5381619834,varkeydamyanti@example.org,"52/173, Gupta",Belgaum,Chhattisgarh,673073,Business,2450126,Married,2024-11-04,Verified,Active,Low
CUST004631,Gaurangi,Dixit,Male,1996-10-28,2480029702,aissac@example.org,"H.No. 74
Arora Marg",Vijayanagaram,Odisha,364670,Lawyer,864622,Divorced,2020-05-22,Pending,Inactive,Medium
CUST004632,Ishwar,Chawla,Female,1981-02-12,0201317191,pranav66@example.com,"46/58, Gera Zila",Amaravati,Sikkim,989127,Farmer,755300,Married,2021-06-29,Pending,Inactive,High
CUST004633,Ikbal,Agrawal,Female,1961-01-29,2472191211,duttjatin@example.net,"68
Gour Road",Agra,Uttarakhand,380884,Teacher,2354748,Married,2023-07-17,Pending,Active,High
CUST004634,Nihal,Bhardwaj,Male,2001-05-09,5251573888,banerjeewishi@example.org,"97/287
Taneja Street",Jehanabad,Bihar,387420,Software Engineer,1580275,Divorced,2016-10-06,Pending,Active,Low
CUST004635,Daksha,Zacharia,Male,1982-05-26,7933731096,balhaar37@example.org,"H.No. 21, Bora Path",Ramagundam,Chhattisgarh,253329,Student,1687451,Divorced,2025-07-02,Verified,Active,Medium
CUST004636,Isha,Hayer,Female,1957-10-30,1332136762,yashica33@example.com,"040
Vala Nagar",Raiganj,Andhra Pradesh,919056,Farmer,351458,Married,2023-05-02,Verified,Inactive,Medium
CUST004637,Jalsa,Vohra,Male,1967-07-16,8366893020,walilajita@example.com,"36/400, Korpal Nagar",Siwan,Tripura,628883,Software Engineer,1487523,Married,2022-01-12,Pending,Active,Medium
CUST004638,Vrishti,Gera,Female,2006-03-07,3085799244,xbiswas@example.net,"115
Sami Zila",Bettiah,Meghalaya,655367,Doctor,2207455,Married,2022-05-05,Verified,Inactive,High
CUST004639,Netra,Johal,Male,1950-04-19,1860917638,asrinivasan@example.com,"640, Vasa Chowk",Tiruchirappalli,Haryana,729616,Software Engineer,856212,Single,2022-04-06,Pending,Inactive,Medium
CUST004640,Samuel,Deol,Male,1965-06-15,9366969669,tamanna32@example.com,"H.No. 898
Rout Chowk",Karaikudi,Sikkim,042421,Doctor,304995,Single,2019-12-26,Verified,Inactive,High
CUST004641,Gopal,Pal,Male,1991-09-29,4549271598,samarwalla@example.org,"424
Dutt Zila",Deoghar,Madhya Pradesh,809394,Government Employee,1332514,Single,2026-03-14,Verified,Active,High
CUST004642,Warinder,Vasa,Male,1980-09-09,5121072881,faras35@example.net,"H.No. 665
Munshi Road",Ajmer,Goa,467162,Accountant,656703,Single,2021-09-25,Pending,Inactive,Medium
CUST004643,Fitan,Dewan,Male,1961-05-06,6796687145,ikbalnaidu@example.org,"33/280, Borde Ganj",Dehradun,Karnataka,448980,Sales Executive,942507,Married,2020-03-09,Pending,Active,High
CUST004644,Mekhala,Virk,Male,1985-04-28,1411197920,prashadadvika@example.net,"H.No. 469, Nagy Street",Moradabad,Assam,845191,Business,2027824,Married,2021-04-22,Pending,Inactive,High
CUST004645,Inaya,Bava,Male,2004-02-01,5625494417,ethan04@example.net,"00/707
Kohli Chowk",Allahabad,Mizoram,025483,Teacher,1166611,Divorced,2019-01-09,Verified,Active,Low
CUST004646,Wyatt,Dash,Male,1971-12-12,8482963653,pradhandivya@example.com,"27/59, Dey Road",Eluru,Andhra Pradesh,742233,Sales Executive,731435,Divorced,2022-04-05,Verified,Active,Low
CUST004647,Wyatt,Majumdar,Female,1947-03-04,9904279526,savantyachana@example.org,"43/07, Dash Circle",Ratlam,Mizoram,384783,Sales Executive,1441974,Single,2023-08-03,Verified,Active,High
CUST004648,Ayaan,Pingle,Male,2008-06-07,3670972893,aahanachowdhury@example.com,"302
Mandal Nagar",Tezpur,Andhra Pradesh,896930,Business,1087873,Divorced,2021-08-20,Pending,Inactive,Low
CUST004649,Ishanvi,Tella,Male,2007-04-16,5366616657,msarraf@example.net,"H.No. 453
Bedi Chowk",Kulti,West Bengal,286493,Lawyer,2153501,Divorced,2024-02-10,Verified,Active,High
CUST004650,Harini,Mitra,Female,1954-09-19,1630103047,unnatimistry@example.com,"52
Balay Street",Bokaro,Himachal Pradesh,817832,Student,1476007,Single,2024-01-11,Pending,Active,High
CUST004651,Deepa,Patel,Male,1974-10-16,2769141034,suleekaja@example.net,"H.No. 76, Vasa Path",Saharanpur,Assam,399240,Government Employee,947895,Single,2026-05-02,Verified,Active,Low
CUST004652,Zayan,Mani,Female,1985-04-14,9867785000,isunder@example.com,"H.No. 80, Dasgupta Marg",Kamarhati,Madhya Pradesh,893504,Student,1900819,Married,2024-02-27,Verified,Active,Medium
CUST004653,Zashil,Mukhopadhyay,Male,1955-08-27,9412846735,bina75@example.com,"16/570
Devan Ganj",Muzaffarnagar,Madhya Pradesh,774317,Doctor,670455,Divorced,2024-10-12,Verified,Active,Medium
CUST004654,Isaiah,Char,Male,1984-04-30,9060427066,bariaojasvi@example.com,"68
Raj Road",Kavali,Sikkim,341834,Government Employee,2269842,Single,2017-07-21,Pending,Active,Low
CUST004655,Udyati,Ghose,Female,1975-12-11,5782555081,gautamimand@example.com,"41, Bora Street",Hosur,Mizoram,931895,Business,281797,Married,2022-11-26,Verified,Inactive,Medium
CUST004656,Yamini,Gulati,Male,1947-11-08,1699735719,bkarnik@example.org,"H.No. 250, Swaminathan Chowk",Agra,Karnataka,669563,Government Employee,1105660,Divorced,2021-07-14,Pending,Active,High
CUST004657,Forum,Parekh,Male,2006-07-27,9416153689,ekanta55@example.net,"H.No. 74, Butala",Udupi,Mizoram,387113,Government Employee,2476340,Married,2021-11-04,Pending,Inactive,Medium
CUST004658,Jacob,Mukhopadhyay,Male,1962-12-27,7008435476,saksham51@example.org,"H.No. 62, Ahluwalia Street",Rajpur Sonarpur,Chhattisgarh,035236,Business,2119787,Single,2017-06-21,Verified,Active,Medium
CUST004659,Kiaan,Atwal,Female,1967-04-19,5309078698,sanya44@example.com,"12/037
Chauhan Street",Surat,Gujarat,251930,Government Employee,2151561,Divorced,2018-10-05,Verified,Active,High
CUST004660,Ati,Lad,Male,1971-11-17,9720409737,rattanunni@example.com,"78/220
Bains Circle",Bongaigaon,Haryana,573881,Teacher,488346,Single,2020-01-27,Verified,Inactive,Low
CUST004661,Rajata,Sharma,Male,1966-10-21,2299418000,isha69@example.net,"95/11, Krish Street",Chinsurah,Chhattisgarh,235227,Software Engineer,1827119,Divorced,2026-01-26,Pending,Inactive,High
CUST004662,Falak,Barman,Male,1995-10-31,3592669719,xbajaj@example.com,"299, Mistry",Rewa,Odisha,437362,Government Employee,1822609,Divorced,2022-07-25,Verified,Inactive,Medium
CUST004663,Victor,Choudhary,Female,1949-07-26,1324301179,ckade@example.org,"H.No. 771, Chandra Chowk",Ahmednagar,Gujarat,977742,Lawyer,833781,Divorced,2022-06-13,Pending,Active,High
CUST004664,Patrick,Sastry,Male,1985-12-03,1102575686,sdey@example.net,"25/89, Chawla Marg",Dindigul,Chhattisgarh,281152,Teacher,631841,Divorced,2018-04-11,Pending,Active,Medium
CUST004665,Timothy,Natarajan,Male,1995-03-25,6990854140,ythakkar@example.net,"H.No. 59, Dhingra Chowk",Berhampur,Bihar,881963,Software Engineer,2140122,Married,2024-09-25,Pending,Inactive,Medium
CUST004666,Forum,Krish,Male,1951-11-04,1376959197,ishaan03@example.com,"45/71, Randhawa Street",Sambhal,Kerala,226200,Sales Executive,2109419,Divorced,2024-04-27,Verified,Active,Medium
CUST004667,Victor,Upadhyay,Female,1981-10-20,5634461049,qvarughese@example.org,"52/00, Wali Street",Rajahmundry,Kerala,695697,Government Employee,1422536,Single,2017-08-11,Verified,Inactive,Low
CUST004668,Bhavya,Sama,Male,1990-10-05,3926103739,chandanichadha@example.net,"71/443
Sheth Path",Jalandhar,Punjab,661157,Accountant,462986,Single,2021-06-12,Pending,Inactive,Medium
CUST004669,Eesha,Bail,Female,1973-02-26,4360463790,morenetra@example.com,"69/86
Chand",Imphal,Kerala,489367,Farmer,2152383,Divorced,2026-07-28,Pending,Inactive,Medium
CUST004670,Mitesh,Sarna,Female,1966-01-29,8319271231,bparikh@example.com,"H.No. 12, Bhakta Ganj",Kishanganj,Chhattisgarh,660498,Sales Executive,886056,Married,2021-04-22,Verified,Inactive,Medium
CUST004671,Samarth,Koshy,Male,2008-05-02,3567951506,xkibe@example.com,"03/747, Prasad",Gandhidham,Punjab,475463,Business,320278,Married,2024-01-31,Verified,Active,High
CUST004672,Rehaan,Bobal,Female,1955-12-19,7081923560,charan93@example.net,"H.No. 89, Bahl",Tiruvottiyur,Maharashtra,245774,Business,2299926,Divorced,2023-10-04,Verified,Inactive,High
CUST004673,Mitali,Tata,Male,1980-11-12,0613948087,hiteshraj@example.org,"48/07, Varkey Nagar",Pondicherry,Tamil Nadu,396519,Lawyer,505543,Single,2024-05-13,Pending,Active,Low
CUST004674,Urvi,Chadha,Male,1963-12-14,9253241996,mitali55@example.com,"243
Datta Circle",Chandrapur,Arunachal Pradesh,841425,Doctor,631880,Divorced,2025-06-12,Verified,Inactive,Low
CUST004675,Eta,Gopal,Female,2001-04-09,5830498130,rachana34@example.net,"H.No. 03
Muni Path",Raichur,Andhra Pradesh,634302,Business,913347,Divorced,2024-04-10,Verified,Active,High
CUST004676,Niharika,Varughese,Male,1950-01-06,3879190985,chaudhryonkar@example.com,"56, Mohan Ganj",Bijapur,Odisha,763508,Teacher,2109734,Divorced,2025-06-12,Verified,Active,High
CUST004677,Arin,Bhagat,Male,1990-06-13,0143932922,choudharyinaya@example.com,"42/26
Behl Marg",Deoghar,Maharashtra,378479,Student,2142540,Divorced,2020-02-02,Verified,Active,Medium
CUST004678,Frederick,Atwal,Female,1966-04-29,4594651863,ysalvi@example.org,"77
Pradhan Nagar",Bharatpur,Punjab,070599,Doctor,1006290,Married,2017-11-13,Verified,Active,High
CUST004679,Jeremiah,Kashyap,Female,1969-03-15,3171332703,vedhika05@example.org,"400, Nori Zila",Muzaffarnagar,Uttar Pradesh,499811,Lawyer,1751847,Married,2018-05-10,Pending,Active,High
CUST004680,Mason,Bhattacharyya,Male,1955-01-28,1005217877,vmajumdar@example.com,"03, Sampath Street",Amaravati,Meghalaya,367953,Accountant,317300,Married,2020-02-03,Pending,Inactive,Low
CUST004681,Bhanumati,Khatri,Male,1985-09-11,5646330068,wazir15@example.net,"52, Sridhar Zila",Firozabad,Uttarakhand,900709,Accountant,705181,Single,2018-05-21,Pending,Active,High
CUST004682,Amaira,Ramachandran,Male,1945-10-26,7271481395,karnikyachana@example.com,"33/39, Sheth Nagar",Bhusawal,Telangana,009128,Government Employee,1338424,Single,2016-08-28,Pending,Inactive,Low
CUST004683,Girik,Madan,Male,1983-04-16,0328825893,qkapoor@example.org,"35/170, Anand",Dhanbad,Madhya Pradesh,321356,Student,1191215,Divorced,2022-07-18,Verified,Active,High
CUST004684,Hiral,Shroff,Male,1976-10-01,6346114937,hamsini71@example.net,"23/668, Ganesh Road",Barasat,Karnataka,009270,Accountant,1130267,Married,2024-05-25,Verified,Inactive,Medium
CUST004685,Shivansh,Ramanathan,Female,1982-03-25,9846424177,tanaychacko@example.com,"39
Chand Road",Nagaon,Gujarat,151324,Lawyer,713356,Divorced,2017-05-30,Verified,Active,Low
CUST004686,Omkaar,Bajaj,Male,2005-02-13,5005563519,hmahal@example.net,"712
Sarraf",Aurangabad,Rajasthan,163408,Doctor,2413927,Married,2023-05-14,Pending,Active,Low
CUST004687,Tanay,Wable,Male,1956-06-25,9661041567,chandranzaitra@example.net,"H.No. 14, Pradhan Street",Sri Ganganagar,Manipur,170547,Lawyer,2284609,Divorced,2019-12-14,Pending,Inactive,High
CUST004688,Manan,Aurora,Male,1978-11-05,7084513921,xpandya@example.org,"H.No. 24
Guha Zila",Muzaffarnagar,Uttar Pradesh,287127,Business,1266523,Married,2024-11-25,Pending,Active,Medium
CUST004689,Krish,Soman,Male,1958-01-11,6036917115,mitalyutika@example.com,"H.No. 921, Nagi Road",Purnia,Madhya Pradesh,403334,Farmer,817694,Divorced,2020-05-02,Verified,Inactive,Low
CUST004690,Ishani,Savant,Male,1997-07-30,9439271149,dharishani@example.net,"08, Bhargava Chowk",Tinsukia,Meghalaya,546590,Doctor,281292,Divorced,2022-11-17,Pending,Active,High
CUST004691,Kavya,Bail,Male,1999-10-23,0416024862,udantmital@example.org,"45/418
Goswami Street",Pondicherry,Jharkhand,806818,Accountant,1940744,Divorced,2020-12-28,Pending,Inactive,Medium
CUST004692,Gayathri,Devan,Female,2004-10-30,7485852606,pallayagnesh@example.com,"04/265
Gola Path",Bhagalpur,Meghalaya,068388,Teacher,2428665,Single,2022-02-27,Pending,Inactive,High
CUST004693,Ansh,Gola,Male,2006-06-26,9325269406,ikapur@example.com,"H.No. 254
Char Chowk",Adoni,West Bengal,483503,Government Employee,498536,Divorced,2026-03-22,Verified,Active,High
CUST004694,Meghana,Warrior,Male,1978-11-23,1432437931,vrishti35@example.org,"598
Arora Road",Karimnagar,Sikkim,023477,Sales Executive,264417,Single,2022-01-01,Verified,Inactive,High
CUST004695,Chaaya,Kale,Male,1997-06-13,1195687266,calebcherian@example.org,"H.No. 881
Gade Chowk",Udaipur,Meghalaya,443108,Doctor,2255084,Married,2022-04-19,Verified,Active,Medium
CUST004696,Vyanjana,Parikh,Male,1989-06-14,0876433787,arunima96@example.net,"H.No. 903
Sood Street",Phagwara,Punjab,713886,Student,1505566,Single,2023-03-16,Verified,Active,High
CUST004697,Leena,Sahota,Female,1949-02-08,5435246863,pallavi96@example.net,"H.No. 949
Goel",Shahjahanpur,Madhya Pradesh,353183,Doctor,1558433,Divorced,2025-12-15,Verified,Inactive,Low
CUST004698,Yash,Vora,Female,1968-03-26,5171359482,bordesuhani@example.com,"646
Sahota Chowk",Pali,Tripura,320710,Software Engineer,590104,Married,2019-06-08,Verified,Active,Medium
CUST004699,Edhitha,Sankaran,Female,1948-11-16,2668999729,nmagar@example.com,"51
Sankaran Path",Bhimavaram,Arunachal Pradesh,104648,Software Engineer,1678051,Divorced,2021-01-25,Verified,Inactive,High
CUST004700,Tristan,Nath,Male,2005-10-17,9118190191,gsagar@example.org,"42, Prakash Ganj",Madhyamgram,Andhra Pradesh,227402,Government Employee,1495908,Married,2022-01-15,Verified,Inactive,Low
CUST004701,Arya,Deshmukh,Female,1968-11-22,8384209225,liambal@example.com,"H.No. 82
Mahajan Circle",Shimla,Bihar,949287,Student,2302358,Married,2026-06-07,Pending,Active,Medium
CUST004702,Onkar,Doshi,Male,1978-07-10,1384118655,bariaijaya@example.net,"08
Narayan Circle",Hosur,Haryana,900539,Doctor,702614,Divorced,2018-02-08,Pending,Active,Low
CUST004703,Azaan,Singhal,Female,1976-03-30,6379902624,patrick28@example.org,"861
Mangat Road",Thrissur,Nagaland,870304,Farmer,551579,Divorced,2018-06-25,Verified,Inactive,High
CUST004704,Hritik,Dutta,Female,2005-03-10,2959837628,bishakhapall@example.org,"46/429
Bhatia Path",Mehsana,Maharashtra,003838,Lawyer,1341066,Single,2017-10-13,Pending,Active,Medium
CUST004705,Dominic,Kurian,Male,1996-03-28,2623075170,qvig@example.net,"H.No. 74
Sura Path",Bhalswa Jahangir Pur,Andhra Pradesh,354423,Business,232172,Divorced,2021-01-18,Verified,Inactive,Low
CUST004706,Vrishti,Mangal,Female,1972-04-08,5134435676,myadav@example.org,"20/572, Borde Ganj",Ghaziabad,Manipur,143662,Doctor,881784,Married,2020-02-16,Pending,Inactive,High
CUST004707,Neha,Sabharwal,Female,1990-05-08,2425559820,dkalla@example.org,"593
Sabharwal Street",Phagwara,Goa,334323,Student,536341,Single,2021-12-13,Verified,Active,Medium
CUST004708,Chavvi,Palla,Female,1989-03-31,7670383693,spau@example.org,"61/077
Aggarwal Ganj",Vijayawada,Karnataka,135639,Software Engineer,1136595,Divorced,2018-08-25,Verified,Active,High
CUST004709,Raksha,Arora,Male,1996-05-05,3390232675,mmajumdar@example.org,"29/745
Mandal Chowk",Giridih,Haryana,137907,Teacher,1051095,Single,2026-05-09,Verified,Inactive,Low
CUST004710,David,Korpal,Female,1952-05-08,5655974349,xdevi@example.net,"50, Prabhakar Path",Jammu,Meghalaya,150791,Lawyer,2187777,Married,2024-09-15,Pending,Inactive,High
CUST004711,Reva,Cheema,Female,1951-11-06,7989132903,umangsodhi@example.org,"29/966, Mane Road",Gulbarga,Arunachal Pradesh,415840,Business,2217616,Married,2018-02-05,Verified,Active,Low
CUST004712,Onveer,Vaidya,Male,1999-07-08,2944133169,imemon@example.com,"87/23, Srinivasan Chowk",Latur,Nagaland,906917,Student,1016987,Married,2019-06-16,Pending,Inactive,Medium
CUST004713,Ishanvi,Chand,Male,1945-10-27,0547781861,darika23@example.com,"H.No. 720, Bawa Chowk",Davanagere,Tamil Nadu,475947,Student,285162,Divorced,2025-10-04,Pending,Inactive,Medium
CUST004714,Nihal,Tripathi,Female,2007-05-30,3653663253,manbir36@example.net,"683, Samra Path",Belgaum,Telangana,335346,Business,842265,Divorced,2022-12-22,Verified,Active,Medium
CUST004715,Avi,Biswas,Female,1953-09-02,2282354802,rushil64@example.com,"628, Kara Nagar",Khammam,Goa,861282,Doctor,1772977,Divorced,2026-05-20,Pending,Inactive,High
CUST004716,Elijah,Dayal,Male,1970-01-14,4014602852,yauvani52@example.org,"19, Din Street",Motihari,Meghalaya,548592,Software Engineer,547900,Single,2025-12-02,Verified,Inactive,High
CUST004717,Chandran,Bal,Female,1976-06-11,9928130535,dmand@example.com,"971
Raju Zila",Agra,Himachal Pradesh,349400,Teacher,2128238,Divorced,2016-11-23,Pending,Inactive,Medium
CUST004718,Qabil,Edwin,Female,1998-09-11,9857983551,chanderdominic@example.org,"553, Wali Marg",Parbhani,Arunachal Pradesh,422222,Accountant,1338855,Married,2021-03-18,Pending,Inactive,Low
CUST004719,Chasmum,Buch,Female,1985-06-25,5186102083,wazirkhosla@example.net,"922, Prabhu Circle",Dehradun,Maharashtra,320391,Doctor,833819,Divorced,2024-12-06,Pending,Active,Low
CUST004720,Champak,Mane,Male,1953-06-01,5058100098,karpetanay@example.org,"73/77
Uppal Circle",Nashik,Chhattisgarh,363048,Accountant,1993887,Married,2018-06-12,Verified,Active,Medium
CUST004721,Ekapad,Mohanty,Female,2001-07-05,9293121819,tkakar@example.org,"H.No. 806
Rau Nagar",Giridih,Himachal Pradesh,325666,Business,1790817,Single,2020-03-01,Verified,Active,High
CUST004722,Azaan,Apte,Male,2007-07-19,6304341371,bparmar@example.org,"94/334, Dani Nagar",Thoothukudi,Jharkhand,296709,Business,545596,Divorced,2019-07-24,Verified,Active,High
CUST004723,Jacob,Chaudhary,Male,1967-10-23,0730684153,mahajanupma@example.net,"H.No. 09, Sankar Zila",Nizamabad,Nagaland,618105,Farmer,942320,Married,2021-01-21,Verified,Active,High
CUST004724,Ekiya,Ahluwalia,Female,2001-12-08,3917723250,ira05@example.org,"42/65
Vaidya Ganj",Nagpur,Gujarat,666265,Government Employee,1818898,Married,2018-10-22,Verified,Inactive,Medium
CUST004725,Tanveer,Andra,Male,1979-07-13,5921654558,dominicwalia@example.net,"24, Merchant",Ajmer,Assam,754072,Teacher,1511176,Married,2022-05-18,Pending,Inactive,Low
CUST004726,Vanya,Kale,Male,1981-02-27,4372216641,kulkarnilila@example.org,"915
Srivastava Street",Tirunelveli,Bihar,374281,Business,1559866,Single,2018-09-24,Verified,Inactive,High
CUST004727,Chatresh,Prasad,Male,2006-09-03,9989855475,murtyarya@example.com,"90/11
Rai",Bellary,West Bengal,370408,Sales Executive,2054819,Single,2018-07-03,Pending,Active,Medium
CUST004728,Chanchal,Thaker,Female,2000-10-07,1449933298,boseaditya@example.net,"94, Dayal Chowk",Vellore,Assam,140191,Government Employee,425954,Divorced,2020-03-07,Verified,Active,Low
CUST004729,Alka,Chadha,Female,1971-01-24,9549354892,ipatel@example.net,"33/384
Khalsa Path",Nagercoil,Punjab,212560,Software Engineer,667430,Single,2021-11-28,Pending,Inactive,Medium
CUST004730,Vamakshi,Suresh,Female,1962-08-01,4644240617,routniharika@example.net,"52/367
Shankar Nagar",Surendranagar Dudhrej,Arunachal Pradesh,490419,Software Engineer,2307433,Married,2019-08-25,Verified,Inactive,Low
CUST004731,Adya,Kumar,Male,1991-09-15,7406311860,udeshmukh@example.com,"H.No. 37
Devi Circle",Belgaum,Sikkim,231280,Accountant,471116,Divorced,2021-08-23,Verified,Active,High
CUST004732,Elijah,Patil,Female,1983-10-30,9585865141,vasatika37@example.net,"26/216
Reddy Street",Kadapa,Bihar,389027,Software Engineer,460606,Divorced,2017-08-24,Pending,Active,High
CUST004733,Nicholas,Chander,Male,1994-07-21,5592112562,eta34@example.org,"H.No. 843, Dugal Ganj",Ongole,Meghalaya,116619,Doctor,1122345,Divorced,2025-05-05,Verified,Active,High
CUST004734,Udyati,Sen,Female,1998-08-29,3886016582,ansh38@example.net,"61/36
Patil Zila",Hyderabad,Haryana,280676,Business,1210987,Divorced,2022-07-30,Pending,Inactive,Low
CUST004735,Elijah,Jayaraman,Male,2005-03-20,5709163379,ekapadraghavan@example.net,"73, Krish Marg",Udupi,Rajasthan,068856,Business,2070720,Single,2018-11-21,Verified,Inactive,Medium
CUST004736,Ekantika,Oommen,Male,1964-06-27,3740452930,imandal@example.org,"H.No. 377, Konda Nagar",Karaikudi,West Bengal,637024,Farmer,1821913,Single,2026-07-08,Pending,Active,Medium
CUST004737,Chatura,Comar,Female,1969-05-08,2921346613,shroffyamini@example.net,"H.No. 46, Kumar Marg",Surat,Gujarat,127253,Doctor,680784,Married,2018-04-13,Pending,Active,High
CUST004738,Varsha,Gaba,Male,1964-08-19,8071511240,batrashivansh@example.com,"55/976
Basu",Nagercoil,Rajasthan,600828,Doctor,1628095,Single,2019-10-03,Pending,Inactive,High
CUST004739,Sachi,Mann,Male,1955-11-15,8954838760,niharika00@example.org,"410
Patel Chowk",Firozabad,Andhra Pradesh,496821,Business,520604,Married,2019-06-17,Pending,Inactive,Medium
CUST004740,Zaitra,Khatri,Male,1970-03-23,3649068901,valamugdha@example.com,"H.No. 256
Kapoor Chowk",Arrah,Nagaland,866094,Accountant,855143,Divorced,2025-09-05,Verified,Inactive,High
CUST004741,Praneel,Bhasin,Male,1968-11-30,2782154058,kumarlekha@example.org,"H.No. 174, Bhagat Chowk",Dindigul,Madhya Pradesh,596652,Farmer,2401464,Divorced,2024-10-14,Pending,Inactive,Low
CUST004742,Chavvi,Wable,Male,1966-03-29,4001384165,fgoswami@example.com,"H.No. 588
Rattan Street",Nellore,Rajasthan,934370,Business,1431205,Married,2025-01-19,Pending,Inactive,High
CUST004743,Luke,Nadkarni,Male,1960-11-14,3263391073,gautami39@example.org,"02/852, Srivastava Chowk",Vasai-Virar,Karnataka,712760,Farmer,1215855,Divorced,2023-09-28,Verified,Inactive,High
CUST004744,Dominic,Gala,Female,2002-07-26,1218489843,xavier06@example.net,"27
Varma Road",Vijayanagaram,Sikkim,950443,Software Engineer,2136097,Married,2020-09-27,Pending,Inactive,Low
CUST004745,Hemani,Barad,Male,2005-11-02,5696700677,damini65@example.com,"222
Malhotra Zila",Ghaziabad,Punjab,793755,Teacher,519003,Single,2025-10-15,Pending,Inactive,High
CUST004746,Sneha,Guha,Female,1955-01-25,3205340958,irai@example.org,"06/176, Ravel Nagar",Pallavaram,Tamil Nadu,594672,Accountant,1562539,Single,2018-06-11,Pending,Active,Medium
CUST004747,Devika,Ghose,Male,1951-12-27,5429658093,pavanichada@example.net,"H.No. 666, Mitra Road",Bellary,Goa,305795,Teacher,331831,Single,2023-02-19,Pending,Inactive,Medium
CUST004748,Avi,Thakur,Female,1992-02-28,8855783932,kulkarnichatura@example.org,"H.No. 880, Ramaswamy Marg",Faridabad,Jharkhand,919907,Teacher,2300712,Married,2022-12-13,Pending,Active,High
CUST004749,Karan,Kala,Male,1961-09-03,2941828691,neel33@example.net,"H.No. 880, Vasa Chowk",Surendranagar Dudhrej,Maharashtra,193368,Business,1900224,Single,2019-12-29,Pending,Inactive,Low
CUST004750,Urvashi,Dua,Male,1999-04-26,6475271312,sanionkar@example.com,"526
Prabhakar Path",Khammam,Tamil Nadu,329653,Software Engineer,1796620,Married,2024-09-14,Pending,Inactive,High
CUST004751,Vedika,Lanka,Male,1946-02-05,1583191937,vritti92@example.net,"952, Kalla",Vasai-Virar,Kerala,776348,Software Engineer,303726,Divorced,2019-04-15,Pending,Inactive,Medium
CUST004752,Yashasvi,Sami,Male,2000-01-16,9061990033,janujachopra@example.org,"78/25
Issac Path",Lucknow,Uttarakhand,193621,Teacher,258705,Divorced,2020-08-23,Pending,Inactive,Low
CUST004753,Suhani,Chaudhary,Female,1999-01-16,3374971168,madhavkala@example.com,"H.No. 529, Tella Ganj",Dibrugarh,Assam,717092,Teacher,948408,Married,2026-01-31,Verified,Active,High
CUST004754,Krisha,Sundaram,Male,1988-01-15,0106192852,jeevikamanda@example.org,"H.No. 866, Patla Road",Katni,Tripura,745494,Farmer,1990830,Divorced,2023-10-06,Pending,Active,High
CUST004755,Bhanumati,Gandhi,Female,1976-12-27,0738869501,warriorbhanumati@example.net,"53/177
Kata Path",Thrissur,Assam,623486,Farmer,1012872,Divorced,2020-04-03,Verified,Active,Low
CUST004756,Hemangini,Ghosh,Male,1966-08-22,6056468094,wmalhotra@example.org,"H.No. 747, Hayer Ganj",Mahbubnagar,Jharkhand,694542,Software Engineer,1174220,Divorced,2019-12-17,Pending,Active,High
CUST004757,Nakul,Mishra,Male,1991-06-20,9081457440,sathvik82@example.com,"65/865, Vasa Circle",Deoghar,Chhattisgarh,942131,Farmer,1831926,Married,2019-10-23,Verified,Active,Medium
CUST004758,Chameli,Chanda,Male,1965-04-26,4818155882,behlguneet@example.com,"93/04
Ben Ganj",Panvel,Chhattisgarh,657535,Lawyer,2048087,Single,2018-12-05,Verified,Inactive,Medium
CUST004759,Rayaan,Vig,Female,2000-02-10,4661661598,jacksonmody@example.net,"H.No. 55, Chopra Ganj",Anantapur,Himachal Pradesh,713513,Business,440662,Single,2025-04-13,Verified,Active,Medium
CUST004760,Aadi,Halder,Female,1960-06-29,0208702668,jkulkarni@example.org,"65
Raval Zila",Bhagalpur,Telangana,895473,Sales Executive,1064147,Divorced,2016-08-21,Verified,Inactive,Medium
CUST004761,Vasudha,Prakash,Male,1999-10-28,7928863806,nitaraahluwalia@example.com,"13/720
Vig Circle",Tumkur,Goa,410146,Business,938088,Divorced,2019-04-16,Verified,Inactive,High
CUST004762,Jack,Naik,Male,1980-06-30,9640101946,chaudharypranav@example.com,"H.No. 477
Bhagat Ganj",Kozhikode,Bihar,707304,Accountant,1608754,Single,2016-11-05,Pending,Inactive,Low
CUST004763,Arunima,Chokshi,Female,1950-12-18,0811093803,sara70@example.com,"28
Wagle Marg",Kharagpur,Jharkhand,032378,Sales Executive,1186277,Single,2017-01-21,Pending,Inactive,Medium
CUST004764,Vyanjana,Cherian,Female,1975-01-15,5179178299,saxenaabhimanyu@example.org,"78/388
Shroff Circle",Bhind,Meghalaya,065227,Farmer,252212,Single,2024-07-12,Verified,Inactive,High
