card_id,customer_id,account_id,card_number,card_type,card_network,issue_date,expiry_date,cvv,daily_limit,status
CARD002033,CUST000860,ACC74794411,30436226641835,Debit,MasterCard,2023-12-23,2027-09-18,795,25000,Active
CARD002034,CUST006579,ACC19381851,2246825283811065,Credit,MasterCard,2023-11-17,2029-02-03,706,100000,Blocked
CARD002035,CUST014532,ACC96660995,4056670836438601,Debit,MasterCard,2021-08-26,2022-05-16,554,25000,Blocked
CARD002036,CUST001493,ACC64093648,676281669942,Credit,MasterCard,2022-09-21,2030-01-20,373,25000,Expired
CARD002037,CUST012494,ACC47107597,2708116148218907,Debit,MasterCard,2023-11-18,2029-03-16,576,50000,Blocked
CARD002038,CUST002023,ACC59020412,2240676264720767,Credit,RuPay,2023-09-25,2026-01-18,356,100000,Blocked
CARD002039,CUST009419,ACC61152994,343933177863295,Debit,MasterCard,2026-05-07,2029-04-23,845,200000,Active
CARD002040,CUST002272,ACC14959200,213144792085663,Credit,MasterCard,2023-10-26,2031-04-25,988,100000,Blocked
CARD002041,CUST014951,ACC22837251,3576362725422432,Debit,Visa,2024-04-08,2026-03-22,460,25000,Expired
CARD002042,CUST019529,ACC25383480,342528207649648,Credit,RuPay,2021-11-23,2026-04-23,876,50000,Blocked
CARD002043,CUST010248,ACC30221506,2272703665341471,Debit,Visa,2025-03-22,2029-12-25,901,100000,Blocked
CARD002044,CUST009067,ACC51334074,2270386889716447,Debit,Visa,2023-06-15,2027-12-21,727,25000,Blocked
CARD002045,CUST017029,ACC99618629,213198687448543,Debit,Visa,2025-03-10,2025-05-26,648,200000,Blocked
CARD002046,CUST006508,ACC95841312,4867151137021,Credit,MasterCard,2023-01-03,2023-09-19,270,100000,Expired
CARD002047,CUST007920,ACC76164088,4592659546578,Credit,MasterCard,2024-07-08,2028-12-24,508,200000,Blocked
CARD002048,CUST014004,ACC48953817,180002637588888,Credit,Visa,2025-05-18,2027-05-21,612,25000,Blocked
CARD002049,CUST016156,ACC10872899,4351251596931,Credit,MasterCard,2024-03-03,2030-05-23,513,50000,Active
CARD002050,CUST016466,ACC77600066,377583549958973,Credit,RuPay,2025-11-12,2030-11-29,358,200000,Blocked
CARD002051,CUST017427,ACC50128965,4051094892209933551,Debit,RuPay,2026-07-31,2027-09-02,607,200000,Expired
CARD002052,CUST010941,ACC48842360,2428478858120445,Credit,MasterCard,2023-06-20,2025-12-04,112,50000,Expired
CARD002053,CUST011531,ACC91586517,30271339209893,Debit,MasterCard,2023-11-05,2027-05-25,990,200000,Blocked
CARD002054,CUST011187,ACC35685727,4860939840126908,Credit,RuPay,2023-06-03,2026-01-18,290,100000,Blocked
CARD002055,CUST001904,ACC79147723,3524814363258984,Debit,RuPay,2021-10-18,2023-02-23,572,200000,Blocked
CARD002056,CUST000035,ACC91021484,3529266594332168,Debit,MasterCard,2025-07-08,2027-05-06,885,25000,Blocked
CARD002057,CUST019661,ACC16486981,4095266446042,Credit,RuPay,2023-09-10,2028-01-08,515,100000,Blocked
CARD002058,CUST010694,ACC29658900,30076431343270,Credit,RuPay,2024-03-14,2030-07-16,602,50000,Blocked
CARD002059,CUST019020,ACC44281220,3572496635879820,Debit,RuPay,2022-02-09,2027-03-10,903,50000,Expired
CARD002060,CUST006498,ACC74966152,6521193922995279,Debit,MasterCard,2024-12-29,2025-02-12,451,50000,Blocked
CARD002061,CUST019492,ACC28316603,4416415056617,Credit,Visa,2023-07-25,2025-08-31,571,100000,Expired
CARD002062,CUST003511,ACC47038648,3538682375458106,Debit,Visa,2023-11-08,2030-07-27,473,50000,Expired
CARD002063,CUST003930,ACC42068929,4656662073779,Debit,Visa,2024-09-14,2028-06-28,760,50000,Active
CARD002064,CUST009421,ACC57265098,345885722778139,Debit,MasterCard,2022-01-11,2023-10-23,445,100000,Blocked
CARD002065,CUST012482,ACC71968023,4368402830753154,Debit,MasterCard,2025-04-11,2031-01-31,296,200000,Active
CARD002066,CUST006782,ACC31773985,4235828281504111,Debit,MasterCard,2023-08-02,2027-11-14,150,25000,Blocked
CARD002067,CUST002949,ACC82311496,6541347638668143,Debit,Visa,2022-02-25,2030-09-08,938,200000,Blocked
CARD002068,CUST002809,ACC19405094,6011423509239982,Credit,Visa,2024-02-02,2028-07-10,623,100000,Active
CARD002069,CUST017500,ACC18660814,6011098996706808,Debit,Visa,2026-02-03,2030-12-17,952,50000,Blocked
CARD002070,CUST008949,ACC52130114,4477967465946313,Credit,MasterCard,2023-01-19,2024-09-19,826,25000,Expired
CARD002071,CUST004462,ACC65142395,3584432990260807,Credit,Visa,2025-01-28,2029-06-26,891,100000,Active
CARD002072,CUST000343,ACC90900105,501843703270,Credit,Visa,2023-10-19,2029-11-26,473,100000,Blocked
CARD002073,CUST015320,ACC13228417,180071371809396,Debit,Visa,2022-08-27,2023-07-26,978,25000,Blocked
CARD002074,CUST012041,ACC92881257,3554054781966677,Debit,MasterCard,2021-10-27,2022-04-23,797,50000,Active
CARD002075,CUST007262,ACC17926230,3523833869873626,Debit,Visa,2025-11-15,2029-07-07,686,50000,Blocked
CARD002076,CUST014836,ACC65923435,4982948138882356,Credit,MasterCard,2021-10-11,2030-03-08,522,100000,Expired
CARD002077,CUST006805,ACC20870474,4746552200142306,Debit,RuPay,2023-05-09,2027-07-06,995,25000,Expired
CARD002078,CUST007707,ACC98250934,213151674288067,Credit,MasterCard,2026-05-02,2029-02-17,729,200000,Blocked
CARD002079,CUST005744,ACC11863412,4469290850976,Credit,MasterCard,2025-04-05,2030-06-17,857,50000,Expired
CARD002080,CUST017603,ACC40924030,348653036133509,Debit,RuPay,2022-01-10,2025-05-19,792,25000,Blocked
CARD002081,CUST016258,ACC46318926,2265200977700865,Credit,MasterCard,2025-02-12,2031-07-17,310,200000,Active
CARD002082,CUST010053,ACC79654109,4242120434906245675,Debit,MasterCard,2023-08-18,2027-05-02,532,200000,Expired
CARD002083,CUST003051,ACC41873784,4254431423051,Debit,RuPay,2022-09-03,2023-01-28,164,100000,Active
CARD002084,CUST018604,ACC43342764,675903562428,Credit,RuPay,2024-10-04,2029-03-20,986,200000,Active
CARD002085,CUST018410,ACC33040980,4085962989000485,Credit,Visa,2022-06-24,2023-12-29,497,100000,Expired
CARD002086,CUST015045,ACC21390308,6522141803490166,Debit,RuPay,2022-08-20,2023-02-18,812,50000,Blocked
CARD002087,CUST007165,ACC41399333,3516494261225714,Debit,MasterCard,2024-03-12,2024-10-28,936,25000,Active
CARD002088,CUST003073,ACC75931780,376884430720451,Credit,MasterCard,2026-05-03,2028-12-06,911,25000,Expired
CARD002089,CUST011160,ACC54504552,3518774592258031,Debit,Visa,2025-04-14,2025-06-30,895,200000,Blocked
CARD002090,CUST014613,ACC97320259,4985500629996729,Credit,Visa,2022-02-27,2022-06-16,673,100000,Expired
CARD002091,CUST002598,ACC94430273,3511449861349053,Debit,MasterCard,2026-02-03,2031-03-11,463,200000,Expired
CARD002092,CUST016321,ACC25137715,213193952203061,Credit,RuPay,2026-05-19,2027-05-03,232,25000,Blocked
CARD002093,CUST014804,ACC74521941,379437738522124,Debit,Visa,2021-09-25,2023-03-16,198,200000,Active
CARD002094,CUST002917,ACC52533813,180036080317312,Credit,RuPay,2024-12-01,2030-10-26,232,25000,Blocked
CARD002095,CUST011183,ACC39876121,3597197008501634,Credit,Visa,2026-02-01,2030-01-08,673,50000,Active
CARD002096,CUST007661,ACC86042516,5395060241627955,Credit,Visa,2024-09-16,2025-07-31,831,200000,Active
CARD002097,CUST009283,ACC27748621,4136803919208802981,Debit,Visa,2026-03-04,2027-07-29,889,100000,Expired
CARD002098,CUST002544,ACC44035642,3545450487046545,Debit,MasterCard,2024-02-07,2028-01-05,248,100000,Active
CARD002099,CUST004157,ACC81913283,2720867201598775,Credit,Visa,2025-03-23,2025-11-26,650,50000,Expired
CARD002100,CUST010405,ACC80669538,30347647558088,Credit,MasterCard,2023-03-01,2031-02-26,287,200000,Expired
CARD002101,CUST014573,ACC89171186,3510126504369729,Credit,Visa,2024-05-18,2024-11-15,758,200000,Blocked
CARD002102,CUST001166,ACC12088302,180086688923151,Credit,Visa,2025-12-30,2026-11-20,584,25000,Blocked
CARD002103,CUST014595,ACC58348352,30434716243089,Debit,Visa,2021-08-27,2025-05-20,620,25000,Blocked
CARD002104,CUST005768,ACC99411886,564945921968,Credit,MasterCard,2024-09-07,2026-03-27,203,25000,Blocked
CARD002105,CUST001916,ACC38237126,6011882252183616,Credit,MasterCard,2025-10-29,2028-11-04,299,200000,Expired
CARD002106,CUST004531,ACC62127414,3575822245051509,Credit,Visa,2022-02-10,2028-10-11,145,25000,Active
CARD002107,CUST005782,ACC23768981,4507729319447120993,Debit,MasterCard,2023-08-19,2026-07-03,433,100000,Expired
CARD002108,CUST015546,ACC25017658,4289595330293302,Debit,Visa,2025-05-10,2025-10-10,241,50000,Expired
CARD002109,CUST009666,ACC99765404,4341873531761013,Credit,Visa,2025-03-04,2028-08-08,273,25000,Expired
CARD002110,CUST014146,ACC33378505,4164976797662,Debit,Visa,2022-12-22,2029-02-18,493,200000,Blocked
CARD002111,CUST006719,ACC16690336,2360142223120700,Debit,MasterCard,2022-03-24,2027-12-02,400,100000,Blocked
CARD002112,CUST017426,ACC45709317,6011886211779877,Credit,RuPay,2026-04-26,2031-04-24,412,25000,Blocked
CARD002113,CUST005178,ACC26734011,2223528723069537,Debit,Visa,2025-10-30,2029-03-20,653,25000,Expired
CARD002114,CUST004044,ACC19710420,4023347141579151,Debit,Visa,2025-11-03,2029-10-22,744,25000,Expired
CARD002115,CUST013928,ACC71163523,4416948926849,Credit,MasterCard,2023-12-15,2024-03-31,741,50000,Blocked
CARD002116,CUST009936,ACC24276033,4018832464869245,Debit,RuPay,2022-09-17,2023-03-04,383,200000,Expired
CARD002117,CUST008548,ACC81233701,6011248269506498,Credit,Visa,2024-04-16,2031-06-23,457,100000,Blocked
CARD002118,CUST002083,ACC21240056,30216021975004,Debit,Visa,2025-07-04,2030-07-14,868,25000,Blocked
CARD002119,CUST004494,ACC73867205,345769994398653,Debit,Visa,2022-08-03,2025-09-01,108,100000,Expired
CARD002120,CUST010335,ACC43764618,4203682263249685467,Credit,RuPay,2025-03-14,2029-07-30,535,200000,Active
CARD002121,CUST002551,ACC37644517,3587113004936387,Credit,Visa,2026-01-09,2031-02-06,921,50000,Expired
CARD002122,CUST015791,ACC67973980,4368419244800652,Credit,MasterCard,2023-07-28,2029-07-18,381,25000,Active
CARD002123,CUST002239,ACC56209230,6599794027988759,Credit,MasterCard,2022-04-04,2025-09-07,323,50000,Expired
CARD002124,CUST011209,ACC19758938,4129477433460605,Credit,MasterCard,2023-10-06,2026-03-18,561,50000,Expired
CARD002125,CUST006284,ACC96169582,30296636236042,Credit,MasterCard,2022-11-05,2031-07-26,907,25000,Expired
CARD002126,CUST004688,ACC99818057,6523611192511888,Debit,RuPay,2026-01-18,2031-06-18,388,200000,Expired
CARD002127,CUST013011,ACC27612719,6011327537311905,Credit,RuPay,2024-12-28,2026-05-30,923,100000,Expired
CARD002128,CUST013712,ACC58110069,4880533819962389,Credit,RuPay,2022-02-22,2027-06-01,173,50000,Blocked
CARD002129,CUST003233,ACC17398015,6548867168172953,Credit,MasterCard,2026-03-15,2030-09-04,680,50000,Active
CARD002130,CUST007909,ACC14899460,4370660777000451,Credit,Visa,2021-09-29,2029-09-17,401,50000,Active
CARD002131,CUST007441,ACC28040246,213176221590475,Debit,Visa,2024-03-19,2027-12-11,243,200000,Expired
CARD002132,CUST004297,ACC53268176,30217476533835,Credit,RuPay,2023-04-25,2025-12-18,106,25000,Blocked
CARD002133,CUST005879,ACC55108398,4868405857737054,Credit,RuPay,2023-04-02,2029-02-03,220,50000,Expired
CARD002134,CUST017632,ACC26699422,344447418973663,Credit,Visa,2024-03-08,2029-12-01,882,50000,Blocked
CARD002135,CUST019441,ACC35508347,2231025231083167,Credit,Visa,2024-01-04,2027-05-31,292,25000,Expired
CARD002136,CUST004409,ACC25920801,213170802280655,Debit,RuPay,2024-11-26,2025-12-04,569,200000,Blocked
CARD002137,CUST016841,ACC87554241,6591491100373151,Credit,Visa,2024-01-07,2029-11-27,607,50000,Expired
CARD002138,CUST003058,ACC82397445,4015281213177,Debit,Visa,2023-10-29,2029-11-27,545,100000,Blocked
CARD002139,CUST014269,ACC53403666,2234691791984263,Debit,Visa,2023-08-19,2027-06-01,829,200000,Blocked
CARD002140,CUST004091,ACC71109068,378632768255451,Credit,Visa,2026-06-22,2029-10-22,114,200000,Active
CARD002141,CUST018379,ACC51258597,4384727654896842325,Debit,MasterCard,2023-11-27,2030-11-26,923,25000,Blocked
CARD002142,CUST016064,ACC48304754,4996009039699,Credit,RuPay,2023-05-21,2025-02-03,771,50000,Active
CARD002143,CUST007730,ACC35132732,4431129618872432362,Credit,Visa,2025-06-30,2026-04-19,872,50000,Expired
CARD002144,CUST015098,ACC87603601,4250092165084399,Debit,RuPay,2025-03-20,2025-09-15,672,50000,Blocked
CARD002145,CUST012418,ACC11916168,3518644887571523,Credit,Visa,2025-12-07,2029-10-09,785,200000,Expired
CARD002146,CUST001603,ACC17315817,4905480893290675548,Debit,Visa,2026-07-18,2030-02-24,372,25000,Expired
CARD002147,CUST003428,ACC86691253,3587720987989983,Credit,Visa,2024-11-23,2026-01-08,136,100000,Active
CARD002148,CUST006438,ACC87093383,503824268695,Credit,Visa,2024-12-20,2026-12-25,531,50000,Blocked
CARD002149,CUST010215,ACC87627542,4543084762355,Credit,RuPay,2023-02-15,2028-07-23,764,200000,Blocked
CARD002150,CUST003682,ACC24909560,4838281814613630329,Credit,Visa,2025-08-21,2027-06-16,152,100000,Active
CARD002151,CUST016324,ACC44760503,36314236058213,Credit,RuPay,2022-10-03,2028-06-28,659,100000,Expired
CARD002152,CUST015753,ACC58207465,4733598050837672,Credit,MasterCard,2025-11-24,2027-12-15,971,100000,Active
CARD002153,CUST009338,ACC36385507,348816305198350,Debit,RuPay,2024-09-19,2030-04-20,330,50000,Active
CARD002154,CUST002515,ACC98437776,4830313345643,Debit,RuPay,2022-12-07,2027-01-15,451,50000,Expired
CARD002155,CUST002751,ACC38560712,6011935647801506,Credit,Visa,2024-02-02,2029-08-12,152,100000,Active
CARD002156,CUST012039,ACC84229676,4697862361800237614,Credit,Visa,2025-12-07,2027-04-03,153,25000,Expired
CARD002157,CUST011046,ACC78406371,2710219380050214,Credit,Visa,2025-01-19,2026-06-23,610,50000,Active
CARD002158,CUST002582,ACC38883341,4567335512121143,Credit,RuPay,2025-01-13,2031-04-08,621,50000,Active
CARD002159,CUST005875,ACC20678286,38537984823994,Credit,MasterCard,2023-12-27,2027-12-23,472,200000,Expired
CARD002160,CUST002040,ACC78518655,6011571612702542,Credit,RuPay,2023-12-22,2026-03-21,297,50000,Active
CARD002161,CUST015984,ACC13435659,3534539886159777,Credit,MasterCard,2022-11-04,2030-06-10,874,100000,Blocked
CARD002162,CUST019238,ACC66215552,676216929775,Credit,Visa,2024-01-19,2029-09-18,821,50000,Blocked
CARD002163,CUST006133,ACC15356198,30317823466380,Debit,MasterCard,2025-06-13,2028-12-17,855,50000,Active
CARD002164,CUST015638,ACC78894255,30108564113657,Debit,Visa,2026-02-24,2026-04-08,553,50000,Expired
CARD002165,CUST016181,ACC99855802,4862136095060985,Debit,MasterCard,2026-02-06,2031-05-21,349,100000,Blocked
CARD002166,CUST011312,ACC87657346,3519754784286502,Credit,MasterCard,2022-07-05,2028-09-22,289,25000,Expired
CARD002167,CUST015084,ACC22089542,579151758326,Credit,RuPay,2022-08-13,2023-07-26,398,25000,Active
CARD002168,CUST001380,ACC20033141,6537519027690427,Credit,MasterCard,2025-10-02,2029-05-12,845,200000,Blocked
CARD002169,CUST004799,ACC66742717,502074988960,Debit,MasterCard,2025-02-08,2027-08-18,263,100000,Active
CARD002170,CUST015577,ACC50474667,676320209486,Credit,Visa,2025-10-27,2028-10-24,829,25000,Active
CARD002171,CUST018661,ACC15050525,4428530047660,Debit,RuPay,2025-09-16,2028-11-22,183,200000,Blocked
CARD002172,CUST011027,ACC35404257,560421191894,Debit,MasterCard,2022-08-12,2025-06-09,766,200000,Expired
CARD002173,CUST005040,ACC38377125,3505846657014759,Debit,MasterCard,2024-12-31,2027-04-11,873,25000,Expired
CARD002174,CUST001697,ACC64957045,379797471080501,Credit,Visa,2021-09-15,2027-06-13,394,100000,Active
CARD002175,CUST001318,ACC38105795,3555958947456051,Debit,MasterCard,2023-02-17,2030-09-12,460,50000,Active
CARD002176,CUST016519,ACC31215808,3519345388415082,Credit,RuPay,2025-08-11,2029-07-09,273,200000,Blocked
CARD002177,CUST014174,ACC34471583,180011552136425,Debit,MasterCard,2023-05-17,2029-11-06,142,200000,Active
CARD002178,CUST002657,ACC28381443,6011293227226888,Credit,RuPay,2021-11-17,2028-08-06,212,100000,Active
CARD002179,CUST014724,ACC93282968,4647242982688,Debit,MasterCard,2024-05-20,2030-12-27,765,25000,Blocked
CARD002180,CUST001132,ACC57499281,2335906560712804,Credit,RuPay,2025-12-13,2028-03-26,727,200000,Active
CARD002181,CUST015540,ACC28810599,38335252031808,Credit,Visa,2023-02-01,2024-02-08,105,200000,Blocked
CARD002182,CUST002807,ACC31801935,4687477768661631,Debit,MasterCard,2023-08-17,2027-08-31,165,100000,Active
CARD002183,CUST000346,ACC72604314,4693940157298,Debit,MasterCard,2023-09-06,2030-11-03,149,100000,Active
CARD002184,CUST001367,ACC29054443,4396483784053128,Debit,MasterCard,2024-12-30,2029-08-16,885,200000,Blocked
CARD002185,CUST014054,ACC74616215,2277170591486769,Debit,RuPay,2025-05-27,2030-11-01,857,100000,Active
CARD002186,CUST012638,ACC80029646,570145401859,Credit,Visa,2022-02-05,2030-11-26,159,25000,Expired
CARD002187,CUST010281,ACC10582073,4696725018923618,Debit,RuPay,2025-12-13,2031-04-30,957,200000,Blocked
CARD002188,CUST004568,ACC24605106,6501878696691419,Credit,MasterCard,2021-12-05,2028-11-25,419,25000,Active
CARD002189,CUST008345,ACC52584920,4889822002392,Credit,Visa,2023-04-17,2024-02-15,974,100000,Active
CARD002190,CUST017887,ACC19283439,38792776296202,Credit,MasterCard,2024-02-26,2024-07-03,491,100000,Expired
CARD002191,CUST007134,ACC89707779,4160864238005935,Debit,MasterCard,2024-08-05,2031-06-04,287,25000,Active
CARD002192,CUST003717,ACC97836826,373864962217012,Debit,RuPay,2022-05-19,2024-01-23,386,50000,Expired
CARD002193,CUST010833,ACC66719462,375573030251600,Credit,MasterCard,2025-05-09,2026-11-11,766,200000,Active
CARD002194,CUST010609,ACC56976725,3534162459970544,Debit,Visa,2025-06-02,2029-04-22,852,100000,Active
CARD002195,CUST019309,ACC75487546,3563564956139651,Debit,Visa,2023-02-24,2030-05-27,738,50000,Expired
CARD002196,CUST013901,ACC27185350,4227428155694047,Debit,Visa,2025-08-26,2030-12-10,437,100000,Blocked
CARD002197,CUST017499,ACC18487141,3515030364323849,Debit,Visa,2023-05-12,2027-06-24,416,200000,Expired
CARD002198,CUST013986,ACC54707047,30248067268812,Debit,RuPay,2025-08-12,2028-06-21,373,200000,Expired
CARD002199,CUST002935,ACC80743033,372045840849686,Credit,RuPay,2025-01-21,2028-10-31,221,200000,Blocked
CARD002200,CUST005406,ACC15377348,4077735677640436,Debit,Visa,2025-12-20,2029-01-25,460,100000,Blocked
CARD002201,CUST011701,ACC34014716,341934131139832,Debit,Visa,2026-06-21,2026-08-27,618,50000,Active
CARD002202,CUST018561,ACC64901608,4781168815187313986,Debit,RuPay,2026-07-07,2030-01-22,758,50000,Active
CARD002203,CUST016060,ACC64745597,373727370848910,Debit,Visa,2023-08-23,2027-04-20,347,200000,Blocked
CARD002204,CUST001051,ACC89376839,4208860375372801902,Debit,MasterCard,2023-01-12,2023-09-17,828,100000,Expired
CARD002205,CUST012681,ACC74435916,3586444271194488,Credit,RuPay,2025-07-02,2028-11-04,909,50000,Blocked
CARD002206,CUST016947,ACC65450718,4781298366643911,Debit,RuPay,2025-05-07,2026-01-31,584,25000,Blocked
CARD002207,CUST007970,ACC48585294,3538592291003532,Credit,MasterCard,2023-09-23,2025-02-13,642,50000,Blocked
CARD002208,CUST016403,ACC37231102,4712240580154824,Debit,RuPay,2023-06-12,2031-07-16,712,50000,Blocked
CARD002209,CUST005052,ACC95242823,374854321668962,Debit,MasterCard,2021-11-28,2031-03-08,624,25000,Blocked
CARD002210,CUST013444,ACC48728057,30251954141381,Credit,Visa,2025-10-18,2027-08-12,838,25000,Active
CARD002211,CUST007866,ACC11960282,2265545451843635,Debit,MasterCard,2024-02-08,2029-01-13,763,200000,Active
CARD002212,CUST003182,ACC25015058,30389084009456,Debit,RuPay,2022-05-06,2024-01-27,456,200000,Expired
CARD002213,CUST013733,ACC77024327,676237492837,Credit,MasterCard,2023-05-15,2026-05-06,401,200000,Expired
CARD002214,CUST001917,ACC98798687,4132979394787,Debit,MasterCard,2022-04-08,2028-12-19,988,100000,Active
CARD002215,CUST005976,ACC91509152,4506372461261,Debit,MasterCard,2022-02-18,2027-08-04,222,50000,Blocked
CARD002216,CUST005100,ACC29368124,213135348258267,Credit,MasterCard,2023-08-14,2030-01-25,503,100000,Active
CARD002217,CUST000849,ACC51987900,4324170474423,Debit,MasterCard,2025-04-16,2030-05-22,148,100000,Expired
CARD002218,CUST008504,ACC19250444,213120503625823,Debit,Visa,2022-09-08,2024-12-19,335,100000,Blocked
CARD002219,CUST000874,ACC67861600,2333484093585149,Credit,Visa,2023-04-01,2030-01-10,284,50000,Expired
CARD002220,CUST013396,ACC70442712,675939781067,Credit,RuPay,2024-09-19,2027-01-25,377,50000,Active
CARD002221,CUST018338,ACC68239750,4988195587056199,Credit,RuPay,2023-10-03,2030-04-03,583,200000,Expired
CARD002222,CUST012034,ACC80364708,4902439335120243,Debit,Visa,2026-03-11,2027-10-10,714,200000,Expired
CARD002223,CUST001319,ACC97754678,4549078852761556,Debit,RuPay,2024-07-07,2030-03-31,724,25000,Active
CARD002224,CUST016895,ACC26544328,3592144918867163,Credit,Visa,2023-06-09,2027-05-03,345,50000,Expired
CARD002225,CUST016332,ACC70368445,5148935684691834,Credit,Visa,2022-05-22,2027-03-23,222,100000,Expired
CARD002226,CUST011740,ACC90230827,213130746951944,Debit,MasterCard,2024-12-14,2030-10-19,649,50000,Expired
CARD002227,CUST016420,ACC46240622,4692866730257761358,Debit,MasterCard,2022-03-20,2029-07-08,862,200000,Active
CARD002228,CUST001491,ACC32488724,4298178835855484,Debit,MasterCard,2022-12-21,2029-04-25,981,200000,Expired
CARD002229,CUST001315,ACC16492299,38835620437959,Credit,MasterCard,2022-10-05,2030-08-27,510,100000,Expired
CARD002230,CUST017110,ACC77297382,4420390554935,Debit,Visa,2024-10-19,2030-05-01,503,25000,Blocked
CARD002231,CUST004250,ACC39916292,562071395866,Debit,Visa,2025-05-10,2028-06-20,410,100000,Active
CARD002232,CUST005809,ACC14036616,639015695476,Debit,Visa,2023-05-21,2024-12-28,559,50000,Active
CARD002233,CUST010940,ACC65103181,3556613532425131,Credit,RuPay,2025-01-31,2027-06-18,596,50000,Active
CARD002234,CUST000708,ACC99019807,2277899286270514,Credit,RuPay,2023-04-12,2023-10-14,706,25000,Expired
CARD002235,CUST018431,ACC56382627,4842026498295768920,Debit,RuPay,2024-12-09,2027-10-18,194,200000,Blocked
CARD002236,CUST005560,ACC89285813,370375075715209,Credit,MasterCard,2022-12-16,2026-06-04,492,50000,Active
CARD002237,CUST010417,ACC40770289,2252420266211268,Credit,MasterCard,2024-07-12,2027-01-27,455,50000,Active
CARD002238,CUST016092,ACC23811194,3525689230717761,Debit,MasterCard,2026-05-19,2030-05-04,812,25000,Expired
CARD002239,CUST012811,ACC78867798,3513216425000276,Credit,MasterCard,2025-11-18,2028-07-24,573,50000,Blocked
CARD002240,CUST011029,ACC46797282,639072408466,Debit,MasterCard,2022-07-17,2030-02-23,707,25000,Blocked
CARD002241,CUST001850,ACC86384833,4655881751503338,Debit,Visa,2023-01-28,2026-01-23,241,200000,Blocked
CARD002242,CUST001182,ACC82981808,2267590407310923,Credit,Visa,2022-04-22,2022-11-16,831,25000,Expired
CARD002243,CUST007349,ACC38467929,502054330969,Credit,Visa,2023-07-15,2030-07-07,935,100000,Blocked
CARD002244,CUST003485,ACC56039490,4909744247998,Credit,RuPay,2023-07-20,2024-11-30,812,100000,Blocked
CARD002245,CUST008790,ACC10947993,344508070890444,Debit,RuPay,2024-11-21,2027-02-23,384,25000,Active
CARD002246,CUST006615,ACC49024712,3504571680138190,Debit,RuPay,2022-06-03,2024-03-26,837,200000,Blocked
CARD002247,CUST008249,ACC16210538,213174987628548,Debit,MasterCard,2023-07-23,2028-10-10,909,100000,Active
CARD002248,CUST003558,ACC23889832,30365389635690,Debit,RuPay,2023-06-12,2027-04-20,233,200000,Active
CARD002249,CUST002501,ACC75855464,4170135901707679,Debit,RuPay,2024-06-05,2027-08-08,707,25000,Blocked
CARD002250,CUST019074,ACC41766517,4974508177672125734,Credit,Visa,2022-05-13,2030-02-16,296,200000,Expired
CARD002251,CUST014646,ACC97061233,4053456134947161080,Debit,MasterCard,2025-06-03,2027-10-06,712,200000,Blocked
CARD002252,CUST009346,ACC43141936,3558044263439265,Credit,MasterCard,2026-05-08,2027-07-28,500,200000,Expired
CARD002253,CUST012358,ACC73989017,4060743379779899,Debit,Visa,2024-06-23,2025-04-30,409,50000,Blocked
CARD002254,CUST005354,ACC65359594,30200627994742,Credit,RuPay,2025-11-30,2027-08-02,619,25000,Expired
CARD002255,CUST018845,ACC88129574,4002766774406645,Debit,RuPay,2023-08-24,2025-05-16,751,25000,Blocked
CARD002256,CUST012809,ACC82385324,30493604465147,Credit,Visa,2022-12-18,2023-05-15,983,25000,Expired
CARD002257,CUST018026,ACC11984448,2716245452728480,Debit,RuPay,2026-06-09,2029-04-14,884,50000,Expired
CARD002258,CUST015543,ACC64543316,4240130624136443,Debit,RuPay,2025-08-20,2028-11-29,495,50000,Expired
CARD002259,CUST015698,ACC17408237,4826748277211,Debit,MasterCard,2023-10-11,2025-03-18,905,50000,Expired
CARD002260,CUST010409,ACC31274512,4710803137743264409,Debit,RuPay,2021-08-31,2025-01-25,361,50000,Expired
CARD002261,CUST002829,ACC83738207,4169226962160503,Debit,Visa,2023-06-19,2030-08-15,868,25000,Expired
CARD002262,CUST011185,ACC83005373,30490452138321,Debit,RuPay,2022-01-09,2023-02-25,790,100000,Active
CARD002263,CUST017073,ACC84164994,3594820672087720,Credit,Visa,2023-03-31,2028-04-05,428,200000,Expired
CARD002264,CUST010565,ACC97134742,180046817161420,Credit,MasterCard,2025-01-15,2031-05-23,817,200000,Active
CARD002265,CUST008752,ACC70579652,4828083366429122,Credit,MasterCard,2024-07-19,2029-03-02,492,25000,Active
CARD002266,CUST010750,ACC50745726,3503200635650098,Credit,Visa,2022-11-08,2027-02-24,589,200000,Expired
CARD002267,CUST014179,ACC45329533,5420733808001983,Credit,RuPay,2025-04-18,2027-12-20,474,200000,Expired
CARD002268,CUST000663,ACC34633308,347151211113983,Debit,Visa,2024-02-07,2028-05-06,363,25000,Blocked
CARD002269,CUST018779,ACC41011130,348099289647003,Credit,Visa,2021-11-18,2029-08-02,701,50000,Blocked
CARD002270,CUST012507,ACC62054612,676165382216,Debit,Visa,2023-12-23,2031-03-17,361,100000,Expired
CARD002271,CUST005779,ACC61103101,3517677050297535,Credit,Visa,2022-08-09,2029-07-19,956,100000,Expired
CARD002272,CUST000223,ACC77785214,676381906053,Debit,MasterCard,2022-01-02,2029-09-22,714,200000,Active
CARD002273,CUST011148,ACC22719649,180045733316555,Credit,RuPay,2025-06-23,2031-04-18,642,25000,Expired
CARD002274,CUST012750,ACC40462463,4414730922080860,Credit,Visa,2025-03-28,2029-11-15,190,200000,Blocked
